Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Time Case Closed
14087,2021-08-10,2021-08-09,03:25,Bangalore,104,PUBLIC INTOXICATION,36,M,Explosives,Other Crime,2,Yes,2021-09-05,22:00
14088,2021-08-10,2021-08-09,04:14,Kolkata,467,FIREARM OFFENSE,42,F,None,Fire Accident,4,No,,
14089,2021-08-10,2021-08-10,20:55,Jaipur,377,DOMESTIC VIOLENCE,46,M,Blunt Object,Violent Crime,7,Yes,2021-09-09,23:00
14090,2021-08-12,2021-08-10,19:07,Ahmedabad,247,VEHICLE - STOLEN,64,F,Firearm,Violent Crime,10,No,,
14091,2021-08-11,2021-08-10,22:24,Mumbai,447,PUBLIC INTOXICATION,26,F,Poison,Other Crime,13,Yes,2021-09-07,06:00
14092,2021-08-12,2021-08-10,10:29,Mumbai,375,SEXUAL ASSAULT,75,F,Firearm,Violent Crime,19,No,,
14093,2021-08-11,2021-08-10,09:29,Hyderabad,126,FIREARM OFFENSE,45,M,Poison,Fire Accident,10,No,,
14094,2021-08-11,2021-08-10,12:02,Hyderabad,297,CYBERCRIME,32,M,Explosives,Other Crime,1,Yes,2021-09-15,02:00
14095,2021-08-12,2021-08-10,21:35,Bhopal,536,IDENTITY THEFT,50,F,Poison,Violent Crime,7,No,,
14096,2021-08-10,2021-08-10,22:29,Mumbai,181,ROBBERY,70,F,None,Violent Crime,4,No,,
14097,2021-08-12,2021-08-10,01:00,Varanasi,164,TRAFFIC VIOLATION,36,M,Poison,Traffic Fatality,19,Yes,2021-08-23,06:00
14098,2021-08-12,2021-08-10,01:55,Chennai,569,HOMICIDE,74,F,Explosives,Other Crime,9,Yes,2022-10-22,04:00
14099,2021-08-11,2021-08-10,12:40,Jaipur,235,ASSAULT,22,F,Firearm,Violent Crime,16,Yes,2021-10-17,02:00
14100,2021-08-12,2021-08-10,21:20,Nagpur,197,ASSAULT,22,M,Firearm,Violent Crime,1,Yes,2021-09-18,11:00
14101,2021-08-11,2021-08-10,03:26,Delhi,329,SHOPLIFTING,43,F,None,Other Crime,16,No,,
14102,2021-08-11,2021-08-10,01:38,Bangalore,384,DRUG OFFENSE,16,F,Blunt Object,Other Crime,3,No,,
14103,2021-08-11,2021-08-10,04:33,Lucknow,103,ROBBERY,59,M,Explosives,Violent Crime,2,No,,
14104,2021-08-13,2021-08-10,01:07,Patna,107,DOMESTIC VIOLENCE,50,M,None,Violent Crime,17,Yes,2021-10-06,02:00
14105,2021-08-13,2021-08-10,17:31,Meerut,333,FRAUD,58,M,None,Other Crime,16,Yes,2021-10-31,02:00
14106,2021-08-10,2021-08-10,05:48,Meerut,445,KIDNAPPING,19,F,Poison,Other Crime,15,No,,
14107,2021-08-12,2021-08-10,04:10,Mumbai,489,VANDALISM,34,F,Poison,Other Crime,8,Yes,2021-10-06,13:00
14108,2021-08-12,2021-08-10,13:49,Hyderabad,241,ROBBERY,15,F,Poison,Violent Crime,14,No,,
14109,2021-08-12,2021-08-10,18:20,Kanpur,173,VANDALISM,79,F,Knife,Other Crime,8,Yes,2021-10-13,00:00
14110,2021-08-11,2021-08-10,04:45,Faridabad,360,SEXUAL ASSAULT,71,F,Firearm,Violent Crime,13,Yes,2022-12-09,01:00
14111,2021-08-11,2021-08-10,08:46,Jaipur,516,ROBBERY,79,M,Other,Violent Crime,16,Yes,2021-10-29,05:00
14112,2021-08-11,2021-08-10,16:22,Kolkata,470,COUNTERFEITING,45,M,Explosives,Other Crime,14,No,,
14113,2021-08-12,2021-08-11,15:51,Lucknow,559,HOMICIDE,23,F,Knife,Other Crime,14,No,,
14114,2021-08-12,2021-08-11,13:06,Jaipur,203,FIREARM OFFENSE,23,M,Explosives,Fire Accident,18,No,,
14115,2021-08-13,2021-08-11,10:02,Mumbai,158,PUBLIC INTOXICATION,79,F,None,Other Crime,11,No,,
14116,2021-08-11,2021-08-11,09:01,Pune,518,VANDALISM,34,F,Other,Other Crime,19,No,,
14117,2021-08-13,2021-08-11,07:38,Bangalore,298,COUNTERFEITING,43,M,Firearm,Other Crime,6,Yes,2021-10-24,04:00
14118,2021-08-12,2021-08-11,02:23,Delhi,495,ARSON,49,M,Explosives,Fire Accident,18,Yes,2021-09-08,07:00
14119,2021-08-12,2021-08-11,06:57,Mumbai,410,VEHICLE - STOLEN,42,F,Other,Violent Crime,18,Yes,2021-10-09,07:00
14120,2021-08-12,2021-08-11,02:13,Pune,360,SEXUAL ASSAULT,50,F,None,Violent Crime,16,No,,
14121,2021-08-11,2021-08-11,06:15,Mumbai,145,BURGLARY,33,M,Explosives,Other Crime,12,Yes,2021-12-02,18:00
14122,2021-08-12,2021-08-11,16:15,Mumbai,441,IDENTITY THEFT,16,M,Blunt Object,Violent Crime,16,No,,
14123,2021-08-12,2021-08-11,14:37,Vasai,422,DRUG OFFENSE,72,M,Blunt Object,Other Crime,9,Yes,2021-08-31,03:00
14124,2021-08-13,2021-08-11,19:52,Hyderabad,531,TRAFFIC VIOLATION,30,F,Knife,Traffic Fatality,19,No,,
14125,2021-08-13,2021-08-11,04:52,Delhi,213,EXTORTION,68,M,Knife,Other Crime,2,No,,
14126,2021-08-12,2021-08-11,13:55,Delhi,370,KIDNAPPING,66,M,Other,Other Crime,11,Yes,2021-11-08,10:00
14127,2021-08-12,2021-08-11,03:16,Chennai,456,COUNTERFEITING,56,F,Poison,Other Crime,16,No,,
14128,2021-08-12,2021-08-11,04:44,Ahmedabad,540,COUNTERFEITING,79,F,None,Other Crime,18,No,,
14129,2021-08-12,2021-08-11,21:18,Delhi,469,CYBERCRIME,70,F,Blunt Object,Other Crime,12,No,,
14130,2021-08-12,2021-08-11,12:15,Delhi,482,ROBBERY,35,F,Blunt Object,Violent Crime,5,No,,
14131,2021-08-12,2021-08-11,22:41,Chennai,525,ROBBERY,68,F,Poison,Violent Crime,9,Yes,2021-09-24,02:00
14132,2021-08-14,2021-08-11,17:42,Bangalore,320,BURGLARY,70,M,Explosives,Other Crime,7,No,,
14133,2021-08-11,2021-08-11,03:48,Mumbai,426,COUNTERFEITING,10,F,Knife,Other Crime,12,No,,
14134,2021-08-11,2021-08-11,11:05,Bangalore,167,DRUG OFFENSE,76,F,None,Other Crime,19,Yes,2021-09-03,23:00
14135,2021-08-14,2021-08-11,17:16,Bhopal,517,VANDALISM,11,F,Explosives,Other Crime,17,Yes,2021-09-28,13:00
14136,2021-08-13,2021-08-11,04:50,Lucknow,517,DRUG OFFENSE,52,F,Other,Other Crime,7,No,,
14137,2021-08-13,2021-08-12,08:41,Jaipur,277,COUNTERFEITING,33,M,Knife,Other Crime,15,Yes,2021-10-26,11:00
14138,2021-08-13,2021-08-12,17:37,Pune,252,EXTORTION,64,M,Blunt Object,Other Crime,16,Yes,2021-09-04,02:00
14139,2021-08-14,2021-08-12,07:53,Chennai,374,CYBERCRIME,33,M,Blunt Object,Other Crime,1,Yes,2021-10-08,01:00
14140,2021-08-14,2021-08-12,09:11,Bangalore,372,ILLEGAL POSSESSION,37,F,Poison,Other Crime,18,No,,
14141,2021-08-12,2021-08-12,21:03,Ghaziabad,330,FIREARM OFFENSE,66,F,Knife,Fire Accident,3,Yes,2021-09-03,16:00
14142,2021-08-12,2021-08-12,00:02,Jaipur,277,DOMESTIC VIOLENCE,69,F,Knife,Violent Crime,15,No,,
14143,2021-08-14,2021-08-12,02:31,Ahmedabad,153,TRAFFIC VIOLATION,22,F,Blunt Object,Traffic Fatality,19,No,,
14144,2021-08-13,2021-08-12,23:01,Meerut,406,DOMESTIC VIOLENCE,29,F,Explosives,Violent Crime,6,Yes,2021-11-07,07:00
14145,2021-08-14,2021-08-12,01:51,Jaipur,187,SEXUAL ASSAULT,30,F,Other,Violent Crime,13,No,,
14146,2021-08-14,2021-08-12,18:38,Visakhapatnam,301,SHOPLIFTING,42,F,Knife,Other Crime,16,No,,
14147,2021-08-13,2021-08-12,20:32,Mumbai,393,ILLEGAL POSSESSION,24,M,Poison,Other Crime,8,Yes,2021-10-15,03:00
14148,2021-08-14,2021-08-12,04:43,Chennai,131,HOMICIDE,34,F,None,Other Crime,7,No,,
14149,2021-08-14,2021-08-12,04:26,Lucknow,535,EXTORTION,35,F,Explosives,Other Crime,9,No,,
14150,2021-08-12,2021-08-12,15:38,Chennai,370,KIDNAPPING,45,M,Explosives,Other Crime,15,Yes,2021-10-20,14:00
14151,2021-08-13,2021-08-12,06:33,Kolkata,305,TRAFFIC VIOLATION,55,F,Blunt Object,Traffic Fatality,5,Yes,2021-08-18,13:00
14152,2021-08-14,2021-08-12,04:12,Mumbai,249,ROBBERY,34,F,Blunt Object,Violent Crime,18,No,,
14153,2021-08-13,2021-08-12,00:28,Bangalore,319,ROBBERY,43,M,Other,Violent Crime,1,No,,
14154,2021-08-14,2021-08-12,22:43,Delhi,358,SHOPLIFTING,43,F,None,Other Crime,15,No,,
14155,2021-08-15,2021-08-12,06:23,Kanpur,477,KIDNAPPING,34,F,Other,Other Crime,11,Yes,2021-08-26,10:00
14156,2021-08-13,2021-08-12,12:43,Kolkata,398,ROBBERY,49,F,Knife,Violent Crime,18,No,,
14157,2021-08-13,2021-08-12,12:09,Ludhiana,185,SHOPLIFTING,30,M,Other,Other Crime,15,No,,
14158,2021-08-13,2021-08-12,06:14,Mumbai,588,FIREARM OFFENSE,33,M,Explosives,Fire Accident,3,Yes,2021-11-04,11:00
14159,2021-08-14,2021-08-12,14:36,Chennai,282,ILLEGAL POSSESSION,70,F,None,Other Crime,9,No,,
14160,2021-08-15,2021-08-12,11:19,Bangalore,583,ROBBERY,65,M,Knife,Violent Crime,18,Yes,2021-09-30,00:00
14161,2021-08-14,2021-08-13,05:36,Bhopal,397,DOMESTIC VIOLENCE,27,M,None,Violent Crime,2,No,,
14162,2021-08-14,2021-08-13,12:21,Lucknow,340,VEHICLE - STOLEN,63,F,Explosives,Violent Crime,4,Yes,2021-09-04,08:00
14163,2021-08-14,2021-08-13,04:19,Bangalore,273,IDENTITY THEFT,71,M,None,Violent Crime,7,No,,
14164,2021-08-14,2021-08-13,09:20,Bangalore,273,BURGLARY,22,M,Firearm,Other Crime,10,Yes,2021-10-28,15:00
14165,2021-08-15,2021-08-13,04:02,Ahmedabad,279,ASSAULT,27,F,Blunt Object,Violent Crime,19,No,,
14166,2021-08-14,2021-08-13,18:15,Delhi,445,BURGLARY,71,M,None,Other Crime,10,No,,
14167,2021-08-14,2021-08-13,01:49,Delhi,398,VANDALISM,24,F,Explosives,Other Crime,8,Yes,2021-09-27,14:00
14168,2021-08-16,2021-08-13,18:16,Pune,473,SHOPLIFTING,34,M,Knife,Other Crime,12,No,,
14169,2021-08-13,2021-08-13,09:59,Kanpur,282,FRAUD,67,F,None,Other Crime,14,Yes,2021-08-29,13:00
14170,2021-08-15,2021-08-13,11:15,Hyderabad,564,IDENTITY THEFT,52,M,Knife,Violent Crime,11,Yes,2021-09-20,19:00
14171,2021-08-15,2021-08-13,01:40,Bangalore,540,VEHICLE - STOLEN,34,F,Knife,Violent Crime,1,Yes,2021-09-30,13:00
14172,2021-08-14,2021-08-13,21:09,Lucknow,184,VANDALISM,22,M,None,Other Crime,16,Yes,2021-11-07,03:00
14173,2021-08-13,2021-08-13,15:33,Surat,208,PUBLIC INTOXICATION,12,M,Knife,Other Crime,9,Yes,2021-08-16,21:00
14174,2021-08-15,2021-08-13,11:16,Bhopal,566,TRAFFIC VIOLATION,66,F,None,Traffic Fatality,10,No,,
14175,2021-08-14,2021-08-13,15:10,Delhi,325,ILLEGAL POSSESSION,70,F,Explosives,Other Crime,2,No,,
14176,2021-08-16,2021-08-13,20:20,Kolkata,231,ASSAULT,69,F,Knife,Violent Crime,5,Yes,2021-10-15,00:00
14177,2021-08-13,2021-08-13,14:53,Ahmedabad,176,FRAUD,66,M,Blunt Object,Other Crime,7,Yes,2021-09-17,17:00
14178,2021-08-14,2021-08-13,17:54,Kolkata,224,ROBBERY,71,F,Explosives,Violent Crime,4,Yes,2021-11-01,17:00
14179,2021-08-14,2021-08-13,02:23,Kolkata,545,ROBBERY,63,M,Blunt Object,Violent Crime,9,No,,
14180,2021-08-15,2021-08-13,21:03,Ahmedabad,237,DRUG OFFENSE,46,M,Firearm,Other Crime,9,No,,
14181,2021-08-15,2021-08-13,07:28,Ghaziabad,372,FRAUD,54,F,Knife,Other Crime,12,Yes,2021-09-02,12:00
14182,2021-08-15,2021-08-13,19:47,Delhi,470,BURGLARY,59,F,Poison,Other Crime,6,Yes,2021-10-28,19:00
14183,2021-08-14,2021-08-13,06:05,Bangalore,110,IDENTITY THEFT,17,F,Explosives,Violent Crime,9,Yes,2021-10-14,03:00
14184,2021-08-15,2021-08-13,11:01,Bangalore,355,KIDNAPPING,46,F,Poison,Other Crime,14,No,,
14185,2021-08-16,2021-08-14,17:24,Delhi,339,VANDALISM,17,F,Explosives,Other Crime,19,No,,
14186,2021-08-14,2021-08-14,12:51,Nashik,172,TRAFFIC VIOLATION,69,F,Firearm,Traffic Fatality,1,No,,
14187,2021-08-16,2021-08-14,09:48,Delhi,133,COUNTERFEITING,54,M,None,Other Crime,6,No,,
14188,2021-08-15,2021-08-14,01:36,Agra,488,ARSON,20,M,Other,Fire Accident,17,Yes,2021-10-24,00:00
14189,2021-08-14,2021-08-14,15:39,Mumbai,598,FRAUD,60,M,Knife,Other Crime,19,Yes,2021-11-09,13:00
14190,2021-08-16,2021-08-14,03:20,Nashik,547,FIREARM OFFENSE,15,M,None,Fire Accident,19,No,,
14191,2021-08-14,2021-08-14,03:15,Mumbai,453,PUBLIC INTOXICATION,18,F,Explosives,Other Crime,15,Yes,2021-08-20,18:00
14192,2021-08-15,2021-08-14,23:30,Hyderabad,268,VANDALISM,42,F,Firearm,Other Crime,16,Yes,2021-09-24,03:00
14193,2021-08-15,2021-08-14,12:33,Chennai,276,FRAUD,35,F,Blunt Object,Other Crime,11,No,,
14194,2021-08-14,2021-08-14,19:04,Kolkata,146,IDENTITY THEFT,12,F,Firearm,Violent Crime,10,No,,
14195,2021-08-15,2021-08-14,13:25,Mumbai,331,KIDNAPPING,23,F,Knife,Other Crime,7,No,,
14196,2021-08-16,2021-08-14,03:09,Hyderabad,249,PUBLIC INTOXICATION,15,M,Firearm,Other Crime,6,Yes,2021-08-22,07:00
14197,2021-08-15,2021-08-14,15:15,Chennai,529,CYBERCRIME,66,F,Poison,Other Crime,15,Yes,2021-09-04,02:00
14198,2021-08-16,2021-08-14,13:29,Jaipur,134,DRUG OFFENSE,77,F,Knife,Other Crime,12,Yes,2021-11-02,09:00
14199,2021-08-16,2021-08-14,01:30,Surat,255,DOMESTIC VIOLENCE,15,M,Explosives,Violent Crime,11,Yes,2021-10-25,18:00
14200,2021-08-16,2021-08-14,06:54,Bangalore,486,CYBERCRIME,79,F,Explosives,Other Crime,1,Yes,2021-09-01,04:00
14201,2021-08-17,2021-08-14,04:48,Mumbai,142,IDENTITY THEFT,20,F,Blunt Object,Violent Crime,19,Yes,2021-11-05,15:00
14202,2021-08-15,2021-08-14,16:18,Thane,420,COUNTERFEITING,59,F,Poison,Other Crime,18,No,,
14203,2021-08-16,2021-08-14,11:40,Patna,147,ROBBERY,64,F,Explosives,Violent Crime,10,Yes,2022-01-15,20:00
14204,2021-08-17,2021-08-14,23:52,Bangalore,564,DOMESTIC VIOLENCE,20,F,Explosives,Violent Crime,3,No,,
14205,2021-08-16,2021-08-14,07:53,Agra,524,COUNTERFEITING,16,F,Firearm,Other Crime,9,Yes,2021-10-12,08:00
14206,2021-08-15,2021-08-14,06:51,Mumbai,279,ILLEGAL POSSESSION,39,F,Explosives,Other Crime,11,No,,
14207,2021-08-16,2021-08-14,02:09,Delhi,162,ILLEGAL POSSESSION,27,M,Poison,Other Crime,6,No,,
14208,2021-08-17,2021-08-14,23:28,Mumbai,453,PUBLIC INTOXICATION,59,F,Other,Other Crime,7,Yes,2021-08-21,22:00
14209,2021-08-16,2021-08-15,02:36,Chennai,290,DOMESTIC VIOLENCE,55,M,Poison,Violent Crime,12,Yes,2021-11-02,15:00
14210,2021-08-16,2021-08-15,11:06,Bangalore,107,TRAFFIC VIOLATION,33,F,Explosives,Traffic Fatality,1,No,,
14211,2021-08-17,2021-08-15,17:38,Delhi,485,IDENTITY THEFT,51,F,Other,Violent Crime,4,Yes,2021-09-23,18:00
14212,2021-08-16,2021-08-15,04:10,Ahmedabad,340,SHOPLIFTING,45,M,Other,Other Crime,3,Yes,2021-10-21,08:00
14213,2021-08-15,2021-08-15,07:37,Delhi,269,FRAUD,48,M,Poison,Other Crime,16,Yes,2021-09-05,14:00
14214,2021-08-15,2021-08-15,20:37,Mumbai,151,PUBLIC INTOXICATION,62,F,Firearm,Other Crime,17,No,,
14215,2021-08-16,2021-08-15,16:34,Pune,208,EXTORTION,70,F,Poison,Other Crime,7,Yes,2021-11-02,17:00
14216,2021-08-18,2021-08-15,19:34,Delhi,375,ILLEGAL POSSESSION,20,F,Blunt Object,Other Crime,7,No,,
14217,2021-08-16,2021-08-15,20:40,Pune,365,TRAFFIC VIOLATION,73,F,Other,Traffic Fatality,2,Yes,2021-08-18,12:00
14218,2021-08-15,2021-08-15,14:39,Visakhapatnam,330,ARSON,23,M,Explosives,Fire Accident,4,Yes,2021-10-26,16:00
14219,2021-08-16,2021-08-15,11:29,Kanpur,296,IDENTITY THEFT,42,M,Blunt Object,Violent Crime,2,Yes,2021-10-30,18:00
14220,2021-08-16,2021-08-15,03:45,Hyderabad,317,BURGLARY,20,F,Other,Other Crime,17,No,,
14221,2021-08-17,2021-08-15,03:22,Chennai,377,IDENTITY THEFT,53,F,Poison,Violent Crime,14,No,,
14222,2021-08-16,2021-08-15,08:04,Ludhiana,388,ROBBERY,69,F,Poison,Violent Crime,14,No,,
14223,2021-08-17,2021-08-15,05:11,Bangalore,342,VEHICLE - STOLEN,22,F,Firearm,Violent Crime,11,Yes,2021-10-12,15:00
14224,2021-08-17,2021-08-15,15:24,Patna,109,IDENTITY THEFT,31,F,Poison,Violent Crime,11,Yes,2021-09-05,19:00
14225,2021-08-16,2021-08-15,20:45,Mumbai,130,ROBBERY,48,F,Poison,Violent Crime,13,Yes,2021-11-06,23:00
14226,2021-08-18,2021-08-15,05:20,Delhi,335,SEXUAL ASSAULT,40,F,Other,Violent Crime,7,No,,
14227,2021-08-18,2021-08-15,21:25,Pune,215,BURGLARY,45,F,Blunt Object,Other Crime,9,No,,
14228,2021-08-16,2021-08-15,07:19,Mumbai,115,KIDNAPPING,22,F,Other,Other Crime,9,No,,
14229,2021-08-17,2021-08-15,00:39,Pune,481,ILLEGAL POSSESSION,51,F,Other,Other Crime,10,Yes,2021-11-01,13:00
14230,2021-08-18,2021-08-15,16:39,Lucknow,119,ASSAULT,10,F,Explosives,Violent Crime,15,No,,
14231,2021-08-17,2021-08-15,16:44,Surat,307,ROBBERY,46,F,Firearm,Violent Crime,5,No,,
14232,2021-08-18,2021-08-15,10:56,Delhi,324,HOMICIDE,51,M,Other,Other Crime,15,No,,
14233,2021-08-17,2021-08-16,09:03,Delhi,145,CYBERCRIME,28,M,None,Other Crime,11,Yes,2021-09-27,09:00
14234,2021-08-17,2021-08-16,04:28,Pune,476,ASSAULT,54,F,Other,Violent Crime,14,No,,
14235,2021-08-18,2021-08-16,10:46,Bangalore,120,DRUG OFFENSE,63,M,Explosives,Other Crime,10,No,,
14236,2021-08-19,2021-08-16,02:12,Visakhapatnam,260,VEHICLE - STOLEN,38,M,Explosives,Violent Crime,18,Yes,2021-09-24,01:00
14237,2021-08-17,2021-08-16,14:51,Thane,183,PUBLIC INTOXICATION,68,F,Other,Other Crime,4,No,,
14238,2021-08-17,2021-08-16,10:27,Nashik,512,COUNTERFEITING,65,M,Knife,Other Crime,4,Yes,2021-09-04,13:00
14239,2021-08-19,2021-08-16,14:41,Delhi,497,DOMESTIC VIOLENCE,36,F,Explosives,Violent Crime,13,No,,
14240,2021-08-17,2021-08-16,03:21,Kolkata,479,DOMESTIC VIOLENCE,34,F,Explosives,Violent Crime,11,Yes,2021-10-23,11:00
14241,2021-08-16,2021-08-16,02:29,Jaipur,286,TRAFFIC VIOLATION,48,M,Poison,Traffic Fatality,3,No,,
14242,2021-08-19,2021-08-16,13:15,Delhi,118,KIDNAPPING,29,F,Firearm,Other Crime,8,No,,
14243,2021-08-17,2021-08-16,04:13,Kolkata,350,DRUG OFFENSE,36,F,Other,Other Crime,16,No,,
14244,2021-08-19,2021-08-16,03:49,Bangalore,284,KIDNAPPING,51,F,Poison,Other Crime,8,Yes,2021-09-23,04:00
14245,2021-08-16,2021-08-16,08:18,Hyderabad,233,DRUG OFFENSE,33,F,Knife,Other Crime,8,Yes,2021-10-15,16:00
14246,2021-08-16,2021-08-16,16:49,Delhi,578,ILLEGAL POSSESSION,49,F,None,Other Crime,8,Yes,2021-10-08,23:00
14247,2021-08-17,2021-08-16,00:24,Ahmedabad,365,FRAUD,58,M,None,Other Crime,18,No,,
14248,2021-08-17,2021-08-16,14:39,Agra,524,SHOPLIFTING,79,F,Firearm,Other Crime,11,Yes,2021-09-25,18:00
14249,2021-08-16,2021-08-16,08:05,Chennai,575,SHOPLIFTING,25,M,Knife,Other Crime,1,No,,
14250,2021-08-19,2021-08-16,21:49,Thane,466,VEHICLE - STOLEN,59,F,None,Violent Crime,15,Yes,2021-11-08,15:00
14251,2021-08-16,2021-08-16,18:40,Bangalore,286,ILLEGAL POSSESSION,60,F,None,Other Crime,15,No,,
14252,2021-08-19,2021-08-16,05:08,Nagpur,566,FRAUD,44,M,Blunt Object,Other Crime,16,Yes,2021-09-28,10:00
14253,2021-08-17,2021-08-16,04:46,Jaipur,429,HOMICIDE,22,F,Poison,Other Crime,16,Yes,2022-09-09,09:00
14254,2021-08-17,2021-08-16,10:52,Ahmedabad,308,VANDALISM,44,F,Explosives,Other Crime,10,Yes,2021-09-13,04:00
14255,2021-08-17,2021-08-16,05:35,Hyderabad,543,COUNTERFEITING,56,F,Knife,Other Crime,9,No,,
14256,2021-08-17,2021-08-16,19:40,Bangalore,112,ASSAULT,51,F,Poison,Violent Crime,15,Yes,2021-10-21,07:00
14257,2021-08-17,2021-08-17,03:44,Bhopal,201,FIREARM OFFENSE,69,F,Blunt Object,Fire Accident,17,Yes,2021-09-20,17:00
14258,2021-08-20,2021-08-17,04:17,Ahmedabad,580,ROBBERY,56,F,None,Violent Crime,17,Yes,2021-11-19,00:00
14259,2021-08-19,2021-08-17,05:32,Lucknow,122,ARSON,38,F,Firearm,Fire Accident,4,No,,
14260,2021-08-19,2021-08-17,09:21,Ahmedabad,447,SHOPLIFTING,76,F,Knife,Other Crime,16,Yes,2021-10-09,09:00
14261,2021-08-18,2021-08-17,19:08,Hyderabad,269,SHOPLIFTING,37,F,Knife,Other Crime,18,Yes,2021-10-15,17:00
14262,2021-08-17,2021-08-17,08:29,Hyderabad,381,VEHICLE - STOLEN,68,M,Explosives,Violent Crime,7,Yes,2021-11-02,13:00
14263,2021-08-19,2021-08-17,12:46,Hyderabad,540,IDENTITY THEFT,46,F,Explosives,Violent Crime,7,No,,
14264,2021-08-17,2021-08-17,16:59,Lucknow,456,ROBBERY,13,F,Explosives,Violent Crime,4,Yes,2021-11-12,09:00
14265,2021-08-18,2021-08-17,05:24,Bangalore,421,KIDNAPPING,19,M,Blunt Object,Other Crime,15,Yes,2021-09-20,23:00
14266,2021-08-17,2021-08-17,22:21,Kolkata,590,ILLEGAL POSSESSION,36,F,None,Other Crime,19,Yes,2021-09-03,21:00
14267,2021-08-18,2021-08-17,16:20,Pune,146,SHOPLIFTING,71,F,Firearm,Other Crime,6,Yes,2021-08-29,13:00
14268,2021-08-19,2021-08-17,21:18,Thane,593,PUBLIC INTOXICATION,75,M,Explosives,Other Crime,10,Yes,2021-08-29,14:00
14269,2021-08-19,2021-08-17,07:29,Ahmedabad,354,DOMESTIC VIOLENCE,63,F,None,Violent Crime,12,No,,
14270,2021-08-17,2021-08-17,13:58,Pune,446,EXTORTION,75,F,Knife,Other Crime,9,Yes,2021-09-22,19:00
14271,2021-08-19,2021-08-17,08:00,Visakhapatnam,187,FRAUD,66,F,Poison,Other Crime,12,Yes,2021-10-06,17:00
14272,2021-08-18,2021-08-17,17:37,Pune,443,TRAFFIC VIOLATION,23,M,Explosives,Traffic Fatality,3,Yes,2021-09-08,13:00
14273,2021-08-19,2021-08-17,12:59,Mumbai,461,TRAFFIC VIOLATION,33,F,Poison,Traffic Fatality,15,No,,
14274,2021-08-18,2021-08-17,20:07,Meerut,497,SHOPLIFTING,67,F,None,Other Crime,16,No,,
14275,2021-08-19,2021-08-17,07:09,Srinagar,415,COUNTERFEITING,64,M,Other,Other Crime,8,Yes,2021-09-06,05:00
14276,2021-08-19,2021-08-17,08:57,Ludhiana,358,FIREARM OFFENSE,31,F,Explosives,Fire Accident,8,Yes,2021-10-07,23:00
14277,2021-08-19,2021-08-17,11:12,Bhopal,529,SHOPLIFTING,38,F,Poison,Other Crime,3,No,,
14278,2021-08-18,2021-08-17,00:18,Visakhapatnam,503,DRUG OFFENSE,29,F,Poison,Other Crime,9,No,,
14279,2021-08-20,2021-08-17,04:23,Mumbai,568,COUNTERFEITING,50,M,Blunt Object,Other Crime,7,No,,
14280,2021-08-19,2021-08-17,06:49,Hyderabad,419,IDENTITY THEFT,53,F,None,Violent Crime,11,Yes,2021-10-04,06:00
14281,2021-08-18,2021-08-18,16:19,Kanpur,492,SHOPLIFTING,15,M,Blunt Object,Other Crime,6,No,,
14282,2021-08-20,2021-08-18,16:03,Bhopal,518,ROBBERY,12,F,Poison,Violent Crime,13,No,,
14283,2021-08-20,2021-08-18,00:58,Lucknow,328,DRUG OFFENSE,43,F,Knife,Other Crime,7,No,,
14284,2021-08-20,2021-08-18,23:55,Hyderabad,165,FRAUD,52,F,None,Other Crime,11,Yes,2021-10-19,07:00
14285,2021-08-21,2021-08-18,07:23,Patna,273,EXTORTION,66,F,Firearm,Other Crime,8,Yes,2021-09-30,00:00
14286,2021-08-19,2021-08-18,13:11,Mumbai,405,SEXUAL ASSAULT,11,F,Blunt Object,Violent Crime,2,No,,
14287,2021-08-18,2021-08-18,15:02,Delhi,432,SHOPLIFTING,78,F,Knife,Other Crime,2,Yes,2021-10-19,20:00
14288,2021-08-20,2021-08-18,19:59,Kolkata,557,BURGLARY,16,F,Knife,Other Crime,14,No,,
14289,2021-08-19,2021-08-18,19:13,Delhi,465,VEHICLE - STOLEN,73,F,Blunt Object,Violent Crime,1,No,,
14290,2021-08-20,2021-08-18,11:13,Indore,259,SHOPLIFTING,53,F,Other,Other Crime,1,Yes,2021-08-28,01:00
14291,2021-08-19,2021-08-18,02:28,Srinagar,314,DOMESTIC VIOLENCE,47,X,Knife,Violent Crime,13,Yes,2021-09-21,06:00
14292,2021-08-18,2021-08-18,14:26,Mumbai,419,ROBBERY,20,F,Knife,Violent Crime,15,No,,
14293,2021-08-19,2021-08-18,07:16,Delhi,430,ROBBERY,44,F,Knife,Violent Crime,1,Yes,2022-02-04,08:00
14294,2021-08-20,2021-08-18,08:40,Mumbai,185,ASSAULT,72,M,Poison,Violent Crime,12,No,,
14295,2021-08-21,2021-08-18,03:53,Nagpur,120,IDENTITY THEFT,13,M,Blunt Object,Violent Crime,7,Yes,2021-10-13,00:00
14296,2021-08-19,2021-08-18,10:13,Mumbai,442,CYBERCRIME,38,M,Blunt Object,Other Crime,2,Yes,2021-09-04,07:00
14297,2021-08-19,2021-08-18,19:55,Mumbai,519,ASSAULT,32,M,Poison,Violent Crime,13,Yes,2021-11-01,00:00
14298,2021-08-21,2021-08-18,19:55,Kolkata,204,HOMICIDE,47,F,None,Other Crime,2,Yes,2022-05-12,07:00
